AttendanceID,EmployeeID,AttendanceDate,Status,WorkingHours
1491,91,2026-06-22,Present,8.00
1492,92,2026-06-22,Present,8.00
1493,93,2026-06-22,Present,8.00
1494,94,2026-06-22,Present,8.00
1495,95,2026-06-22,Present,8.00
1496,96,2026-06-22,Present,8.00
1497,97,2026-06-22,Present,8.00
1498,98,2026-06-22,Present,8.00
1499,99,2026-06-22,Present,8.00
1500,100,2026-06-22,Present,8.00
1501,101,2026-06-22,Present,8.00
1502,102,2026-06-22,Present,8.00
1503,103,2026-06-22,Present,8.00
1504,104,2026-06-22,Present,8.00
1505,105,2026-06-22,Present,8.00
1506,106,2026-06-22,Present,8.00
1507,107,2026-06-22,Present,8.00
1508,108,2026-06-22,Present,8.00
1509,109,2026-06-22,Present,8.00
1510,110,2026-06-22,Present,8.00
1511,111,2026-06-22,Present,8.00
1512,112,2026-06-22,Present,8.00
1513,113,2026-06-22,Present,8.00
1514,114,2026-06-22,Present,8.00
1515,115,2026-06-22,Present,8.00
1516,116,2026-06-22,Present,8.00
1517,117,2026-06-22,Present,8.00
1518,118,2026-06-22,Present,8.00
1519,119,2026-06-22,Present,8.00
1520,120,2026-06-22,Present,8.00
1521,121,2026-06-22,Present,8.00
1522,122,2026-06-22,Present,8.00
1523,123,2026-06-22,Present,8.00
1524,124,2026-06-22,Present,8.00
1525,125,2026-06-22,Present,8.00
1526,126,2026-06-22,Present,8.00
1527,127,2026-06-22,Present,8.00
1528,128,2026-06-22,Present,8.00
1529,129,2026-06-22,Present,8.00
1530,130,2026-06-22,Present,8.00
1531,131,2026-06-22,Present,8.00
1532,132,2026-06-22,Present,8.00
1533,133,2026-06-22,Present,8.00
1534,134,2026-06-22,Present,8.00
1535,135,2026-06-22,Present,8.00
1536,136,2026-06-22,Present,8.00
1537,137,2026-06-22,Present,8.00
1538,138,2026-06-22,Present,8.00
1539,139,2026-06-22,Present,8.00
1540,140,2026-06-22,Present,8.00
1541,141,2026-06-22,Present,8.00
1542,142,2026-06-22,Present,8.00
1543,143,2026-06-22,Present,8.00
1544,144,2026-06-22,Present,8.00
1545,145,2026-06-22,Present,8.00
1546,146,2026-06-22,Present,8.00
1547,147,2026-06-22,Present,8.00
1548,148,2026-06-22,Present,8.00
1549,149,2026-06-22,Present,8.00
1550,150,2026-06-22,Present,8.00
1551,151,2026-06-22,Present,8.00
1552,152,2026-06-22,Present,8.00
1553,153,2026-06-22,Present,8.00
1554,154,2026-06-22,Present,8.00
1555,155,2026-06-22,Present,8.00
1556,156,2026-06-22,Present,8.00
1557,157,2026-06-22,Present,8.00
1558,158,2026-06-22,Present,8.00
1559,159,2026-06-22,Present,8.00
1560,160,2026-06-22,Present,8.00
1561,161,2026-06-22,Present,8.00
1562,162,2026-06-22,Present,8.00
1563,163,2026-06-22,Present,8.00
1564,164,2026-06-22,Present,8.00
1565,165,2026-06-22,Present,8.00
1566,166,2026-06-22,Present,8.00
1567,167,2026-06-22,Present,8.00
1568,168,2026-06-22,Present,8.00
1569,169,2026-06-22,Present,8.00
1570,170,2026-06-22,Present,8.00
1571,171,2026-06-22,Present,8.00
1572,172,2026-06-22,Present,8.00
1573,173,2026-06-22,Present,8.00
1574,174,2026-06-22,Present,8.00
1575,175,2026-06-22,Present,8.00
1576,176,2026-06-22,Present,8.00
1577,177,2026-06-22,Present,8.00
1578,178,2026-06-22,Present,8.00
1579,179,2026-06-22,Present,8.00
1580,180,2026-06-22,Present,8.00
1581,181,2026-06-22,Present,8.00
1582,182,2026-06-22,Present,8.00
1583,183,2026-06-22,Present,8.00
1584,184,2026-06-22,Present,8.00
1585,185,2026-06-22,Present,8.00
1586,186,2026-06-22,Present,8.00
1587,187,2026-06-22,Present,8.00
1588,188,2026-06-22,Present,8.00
1589,189,2026-06-22,Present,8.00
1590,190,2026-06-22,Present,8.00
1591,191,2026-06-22,Present,8.00
1592,192,2026-06-22,Present,8.00
1593,193,2026-06-22,Present,8.00
1594,194,2026-06-22,Present,8.00
1595,195,2026-06-22,Present,8.00
1596,196,2026-06-22,Present,8.00
1597,197,2026-06-22,Present,8.00
1598,198,2026-06-22,Present,8.00
1599,199,2026-06-22,Present,8.00
1600,200,2026-06-22,Present,8.00
1601,1,2026-06-21,Present,8.00
1602,2,2026-06-21,Present,8.00
1603,3,2026-06-21,Present,8.00
1604,4,2026-06-21,Present,8.00
1605,5,2026-06-21,Present,8.00
1606,6,2026-06-21,Present,8.00
1607,7,2026-06-21,Present,8.00
1608,8,2026-06-21,Present,8.00
1609,9,2026-06-21,Present,8.00
1610,10,2026-06-21,Present,8.00
1611,11,2026-06-21,Present,8.00
1612,12,2026-06-21,Present,8.00
1613,13,2026-06-21,Present,8.00
1614,14,2026-06-21,Present,8.00
1615,15,2026-06-21,Present,8.00
1616,16,2026-06-21,Present,8.00
1617,17,2026-06-21,Present,8.00
1618,18,2026-06-21,Present,8.00
1619,19,2026-06-21,Present,8.00
1620,20,2026-06-21,Present,8.00
1621,21,2026-06-21,Present,8.00
1622,22,2026-06-21,Present,8.00
1623,23,2026-06-21,Present,8.00
1624,24,2026-06-21,Present,8.00
1625,25,2026-06-21,Present,8.00
1626,26,2026-06-21,Present,8.00
1627,27,2026-06-21,Present,8.00
1628,28,2026-06-21,Present,8.00
1629,29,2026-06-21,Present,8.00
1630,30,2026-06-21,Present,8.00
1631,31,2026-06-21,Present,8.00
1632,32,2026-06-21,Present,8.00
1633,33,2026-06-21,Present,8.00
1634,34,2026-06-21,Present,8.00
1635,35,2026-06-21,Present,8.00
1636,36,2026-06-21,Present,8.00
1637,37,2026-06-21,Present,8.00
1638,38,2026-06-21,Present,8.00
1639,39,2026-06-21,Present,8.00
1640,40,2026-06-21,Present,8.00
1641,41,2026-06-21,Present,8.00
1642,42,2026-06-21,Present,8.00
1643,43,2026-06-21,Present,8.00
1644,44,2026-06-21,Present,8.00
1645,45,2026-06-21,Present,8.00
1646,46,2026-06-21,Present,8.00
1647,47,2026-06-21,Present,8.00
1648,48,2026-06-21,Present,8.00
1649,49,2026-06-21,Present,8.00
1650,50,2026-06-21,Present,8.00
1651,51,2026-06-21,Present,8.00
1652,52,2026-06-21,Present,8.00
1653,53,2026-06-21,Present,8.00
1654,54,2026-06-21,Present,8.00
1655,55,2026-06-21,Present,8.00
1656,56,2026-06-21,Present,8.00
1657,57,2026-06-21,Present,8.00
1658,58,2026-06-21,Present,8.00
1659,59,2026-06-21,Present,8.00
1660,60,2026-06-21,Present,8.00
1661,61,2026-06-21,Present,8.00
1662,62,2026-06-21,Present,8.00
1663,63,2026-06-21,Present,8.00
1664,64,2026-06-21,Present,8.00
1665,65,2026-06-21,Present,8.00
1666,66,2026-06-21,Present,8.00
1667,67,2026-06-21,Present,8.00
1668,68,2026-06-21,Present,8.00
1669,69,2026-06-21,Present,8.00
1670,70,2026-06-21,Present,8.00
1671,71,2026-06-21,Present,8.00
1672,72,2026-06-21,Present,8.00
1673,73,2026-06-21,Present,8.00
1674,74,2026-06-21,Present,8.00
1675,75,2026-06-21,Present,8.00
1676,76,2026-06-21,Present,8.00
1677,77,2026-06-21,Present,8.00
1678,78,2026-06-21,Present,8.00
1679,79,2026-06-21,Present,8.00
1680,80,2026-06-21,Present,8.00
1681,81,2026-06-21,Present,8.00
1682,82,2026-06-21,Present,8.00
1683,83,2026-06-21,Present,8.00
1684,84,2026-06-21,Present,8.00
1685,85,2026-06-21,Present,8.00
1686,86,2026-06-21,Present,8.00
1687,87,2026-06-21,Present,8.00
1688,88,2026-06-21,Present,8.00
1689,89,2026-06-21,Present,8.00
1690,90,2026-06-21,Present,8.00
1691,91,2026-06-21,Present,8.00
1692,92,2026-06-21,Present,8.00
1693,93,2026-06-21,Present,8.00
1694,94,2026-06-21,Present,8.00
1695,95,2026-06-21,Present,8.00
1696,96,2026-06-21,Present,8.00
1697,97,2026-06-21,Present,8.00
1698,98,2026-06-21,Present,8.00
1699,99,2026-06-21,Present,8.00
1700,100,2026-06-21,Present,8.00
1701,101,2026-06-21,Present,8.00
1702,102,2026-06-21,Present,8.00
1703,103,2026-06-21,Present,8.00
1704,104,2026-06-21,Present,8.00
1705,105,2026-06-21,Present,8.00
1706,106,2026-06-21,Present,8.00
1707,107,2026-06-21,Present,8.00
1708,108,2026-06-21,Present,8.00
1709,109,2026-06-21,Present,8.00
1710,110,2026-06-21,Present,8.00
1711,111,2026-06-21,Present,8.00
1712,112,2026-06-21,Present,8.00
1713,113,2026-06-21,Present,8.00
1714,114,2026-06-21,Present,8.00
1715,115,2026-06-21,Present,8.00
1716,116,2026-06-21,Present,8.00
1717,117,2026-06-21,Present,8.00
1718,118,2026-06-21,Present,8.00
1719,119,2026-06-21,Present,8.00
1720,120,2026-06-21,Present,8.00
1721,121,2026-06-21,Present,8.00
1722,122,2026-06-21,Present,8.00
1723,123,2026-06-21,Present,8.00
1724,124,2026-06-21,Present,8.00
1725,125,2026-06-21,Present,8.00
1726,126,2026-06-21,Present,8.00
1727,127,2026-06-21,Present,8.00
1728,128,2026-06-21,Present,8.00
1729,129,2026-06-21,Present,8.00
1730,130,2026-06-21,Present,8.00
1731,131,2026-06-21,Present,8.00
1732,132,2026-06-21,Present,8.00
1733,133,2026-06-21,Present,8.00
1734,134,2026-06-21,Present,8.00
1735,135,2026-06-21,Present,8.00
1736,136,2026-06-21,Present,8.00
1737,137,2026-06-21,Present,8.00
1738,138,2026-06-21,Present,8.00
1739,139,2026-06-21,Present,8.00
1740,140,2026-06-21,Present,8.00
1741,141,2026-06-21,Present,8.00
1742,142,2026-06-21,Present,8.00
1743,143,2026-06-21,Present,8.00
1744,144,2026-06-21,Present,8.00
1745,145,2026-06-21,Present,8.00
1746,146,2026-06-21,Present,8.00
1747,147,2026-06-21,Present,8.00
1748,148,2026-06-21,Present,8.00
1749,149,2026-06-21,Present,8.00
1750,150,2026-06-21,Present,8.00
1751,151,2026-06-21,Present,8.00
1752,152,2026-06-21,Present,8.00
1753,153,2026-06-21,Present,8.00
1754,154,2026-06-21,Present,8.00
1755,155,2026-06-21,Present,8.00
1756,156,2026-06-21,Present,8.00
1757,157,2026-06-21,Present,8.00
1758,158,2026-06-21,Present,8.00
1759,159,2026-06-21,Present,8.00
1760,160,2026-06-21,Present,8.00
1761,161,2026-06-21,Present,8.00
1762,162,2026-06-21,Present,8.00
1763,163,2026-06-21,Present,8.00
1764,164,2026-06-21,Present,8.00
1765,165,2026-06-21,Present,8.00
1766,166,2026-06-21,Present,8.00
1767,167,2026-06-21,Present,8.00
1768,168,2026-06-21,Present,8.00
1769,169,2026-06-21,Present,8.00
1770,170,2026-06-21,Present,8.00
1771,171,2026-06-21,Present,8.00
1772,172,2026-06-21,Present,8.00
1773,173,2026-06-21,Present,8.00
1774,174,2026-06-21,Present,8.00
1775,175,2026-06-21,Present,8.00
1776,176,2026-06-21,Present,8.00
1777,177,2026-06-21,Present,8.00
1778,178,2026-06-21,Present,8.00
1779,179,2026-06-21,Present,8.00
1780,180,2026-06-21,Present,8.00
1781,181,2026-06-21,Present,8.00
1782,182,2026-06-21,Present,8.00
1783,183,2026-06-21,Present,8.00
1784,184,2026-06-21,Present,8.00
1785,185,2026-06-21,Present,8.00
1786,186,2026-06-21,Present,8.00
1787,187,2026-06-21,Present,8.00
1788,188,2026-06-21,Present,8.00
1789,189,2026-06-21,Present,8.00
1790,190,2026-06-21,Present,8.00
1791,191,2026-06-21,Present,8.00
1792,192,2026-06-21,Present,8.00
1793,193,2026-06-21,Present,8.00
1794,194,2026-06-21,Present,8.00
1795,195,2026-06-21,Present,8.00
1796,196,2026-06-21,Present,8.00
1797,197,2026-06-21,Present,8.00
1798,198,2026-06-21,Present,8.00
1799,199,2026-06-21,Present,8.00
1800,200,2026-06-21,Present,8.00
1801,1,2026-06-20,Present,8.00
1802,2,2026-06-20,Present,8.00
1803,3,2026-06-20,Present,8.00
1804,4,2026-06-20,Present,8.00
1805,5,2026-06-20,Present,8.00
1806,6,2026-06-20,Present,8.00
1807,7,2026-06-20,Present,8.00
1808,8,2026-06-20,Present,8.00
1809,9,2026-06-20,Present,8.00
1810,10,2026-06-20,Present,8.00
1811,11,2026-06-20,Present,8.00
1812,12,2026-06-20,Present,8.00
1813,13,2026-06-20,Present,8.00
1814,14,2026-06-20,Present,8.00
1815,15,2026-06-20,Present,8.00
1816,16,2026-06-20,Present,8.00
1817,17,2026-06-20,Present,8.00
1818,18,2026-06-20,Present,8.00
1819,19,2026-06-20,Present,8.00
1820,20,2026-06-20,Present,8.00
1821,21,2026-06-20,Present,8.00
1822,22,2026-06-20,Present,8.00
1823,23,2026-06-20,Present,8.00
1824,24,2026-06-20,Present,8.00
1825,25,2026-06-20,Present,8.00
1826,26,2026-06-20,Present,8.00
1827,27,2026-06-20,Present,8.00
1828,28,2026-06-20,Present,8.00
1829,29,2026-06-20,Present,8.00
1830,30,2026-06-20,Present,8.00
1831,31,2026-06-20,Present,8.00
1832,32,2026-06-20,Present,8.00
1833,33,2026-06-20,Present,8.00
1834,34,2026-06-20,Present,8.00
1835,35,2026-06-20,Present,8.00
1836,36,2026-06-20,Present,8.00
1837,37,2026-06-20,Present,8.00
1838,38,2026-06-20,Present,8.00
1839,39,2026-06-20,Present,8.00
1840,40,2026-06-20,Present,8.00
1841,41,2026-06-20,Present,8.00
1842,42,2026-06-20,Present,8.00
1843,43,2026-06-20,Present,8.00
1844,44,2026-06-20,Present,8.00
1845,45,2026-06-20,Present,8.00
1846,46,2026-06-20,Present,8.00
1847,47,2026-06-20,Present,8.00
1848,48,2026-06-20,Present,8.00
1849,49,2026-06-20,Present,8.00
1850,50,2026-06-20,Present,8.00
1851,51,2026-06-20,Present,8.00
1852,52,2026-06-20,Present,8.00
1853,53,2026-06-20,Present,8.00
1854,54,2026-06-20,Present,8.00
1855,55,2026-06-20,Present,8.00
1856,56,2026-06-20,Present,8.00
1857,57,2026-06-20,Present,8.00
1858,58,2026-06-20,Present,8.00
1859,59,2026-06-20,Present,8.00
1860,60,2026-06-20,Present,8.00
1861,61,2026-06-20,Present,8.00
1862,62,2026-06-20,Present,8.00
1863,63,2026-06-20,Present,8.00
1864,64,2026-06-20,Present,8.00
1865,65,2026-06-20,Present,8.00
1866,66,2026-06-20,Present,8.00
1867,67,2026-06-20,Present,8.00
1868,68,2026-06-20,Present,8.00
1869,69,2026-06-20,Present,8.00
1870,70,2026-06-20,Present,8.00
1871,71,2026-06-20,Present,8.00
1872,72,2026-06-20,Present,8.00
1873,73,2026-06-20,Present,8.00
1874,74,2026-06-20,Present,8.00
1875,75,2026-06-20,Present,8.00
1876,76,2026-06-20,Present,8.00
1877,77,2026-06-20,Present,8.00
1878,78,2026-06-20,Present,8.00
1879,79,2026-06-20,Present,8.00
1880,80,2026-06-20,Present,8.00
1881,81,2026-06-20,Present,8.00
1882,82,2026-06-20,Present,8.00
1883,83,2026-06-20,Present,8.00
1884,84,2026-06-20,Present,8.00
1885,85,2026-06-20,Present,8.00
1886,86,2026-06-20,Present,8.00
1887,87,2026-06-20,Present,8.00
1888,88,2026-06-20,Present,8.00
1889,89,2026-06-20,Present,8.00
1890,90,2026-06-20,Present,8.00
1891,91,2026-06-20,Present,8.00
1892,92,2026-06-20,Present,8.00
1893,93,2026-06-20,Present,8.00
1894,94,2026-06-20,Present,8.00
1895,95,2026-06-20,Present,8.00
1896,96,2026-06-20,Present,8.00
1897,97,2026-06-20,Present,8.00
1898,98,2026-06-20,Present,8.00
1899,99,2026-06-20,Present,8.00
1900,100,2026-06-20,Present,8.00
1901,101,2026-06-20,Present,8.00
1902,102,2026-06-20,Present,8.00
1903,103,2026-06-20,Present,8.00
1904,104,2026-06-20,Present,8.00
1905,105,2026-06-20,Present,8.00
1906,106,2026-06-20,Present,8.00
1907,107,2026-06-20,Present,8.00
1908,108,2026-06-20,Present,8.00
1909,109,2026-06-20,Present,8.00
1910,110,2026-06-20,Present,8.00
1911,111,2026-06-20,Present,8.00
1912,112,2026-06-20,Present,8.00
1913,113,2026-06-20,Present,8.00
1914,114,2026-06-20,Present,8.00
1915,115,2026-06-20,Present,8.00
1916,116,2026-06-20,Present,8.00
1917,117,2026-06-20,Present,8.00
1918,118,2026-06-20,Present,8.00
1919,119,2026-06-20,Present,8.00
1920,120,2026-06-20,Present,8.00
1921,121,2026-06-20,Present,8.00
1922,122,2026-06-20,Present,8.00
1923,123,2026-06-20,Present,8.00
1924,124,2026-06-20,Present,8.00
1925,125,2026-06-20,Present,8.00
1926,126,2026-06-20,Present,8.00
1927,127,2026-06-20,Present,8.00
1928,128,2026-06-20,Present,8.00
1929,129,2026-06-20,Present,8.00
1930,130,2026-06-20,Present,8.00
1931,131,2026-06-20,Present,8.00
1932,132,2026-06-20,Present,8.00
1933,133,2026-06-20,Present,8.00
1934,134,2026-06-20,Present,8.00
1935,135,2026-06-20,Present,8.00
1936,136,2026-06-20,Present,8.00
1937,137,2026-06-20,Present,8.00
1938,138,2026-06-20,Present,8.00
1939,139,2026-06-20,Present,8.00
1940,140,2026-06-20,Present,8.00
1941,141,2026-06-20,Present,8.00
1942,142,2026-06-20,Present,8.00
1943,143,2026-06-20,Present,8.00
1944,144,2026-06-20,Present,8.00
1945,145,2026-06-20,Present,8.00
1946,146,2026-06-20,Present,8.00
1947,147,2026-06-20,Present,8.00
1948,148,2026-06-20,Present,8.00
1949,149,2026-06-20,Present,8.00
1950,150,2026-06-20,Present,8.00
1951,151,2026-06-20,Present,8.00
1952,152,2026-06-20,Present,8.00
1953,153,2026-06-20,Present,8.00
1954,154,2026-06-20,Present,8.00
1955,155,2026-06-20,Present,8.00
1956,156,2026-06-20,Present,8.00
1957,157,2026-06-20,Present,8.00
1958,158,2026-06-20,Present,8.00
1959,159,2026-06-20,Present,8.00
1960,160,2026-06-20,Present,8.00
1961,161,2026-06-20,Present,8.00
1962,162,2026-06-20,Present,8.00
1963,163,2026-06-20,Present,8.00
1964,164,2026-06-20,Present,8.00
1965,165,2026-06-20,Present,8.00
1966,166,2026-06-20,Present,8.00
1967,167,2026-06-20,Present,8.00
1968,168,2026-06-20,Present,8.00
1969,169,2026-06-20,Present,8.00
1970,170,2026-06-20,Present,8.00
1971,171,2026-06-20,Present,8.00
1972,172,2026-06-20,Present,8.00
1973,173,2026-06-20,Present,8.00
1974,174,2026-06-20,Present,8.00
1975,175,2026-06-20,Present,8.00
1976,176,2026-06-20,Present,8.00
1977,177,2026-06-20,Present,8.00
1978,178,2026-06-20,Present,8.00
1979,179,2026-06-20,Present,8.00
1980,180,2026-06-20,Present,8.00
1981,181,2026-06-20,Present,8.00
1982,182,2026-06-20,Present,8.00
1983,183,2026-06-20,Present,8.00
1984,184,2026-06-20,Present,8.00
1985,185,2026-06-20,Present,8.00
1986,186,2026-06-20,Present,8.00
1987,187,2026-06-20,Present,8.00
1988,188,2026-06-20,Present,8.00
1989,189,2026-06-20,Present,8.00
1990,190,2026-06-20,Present,8.00
1991,191,2026-06-20,Present,8.00
1992,192,2026-06-20,Present,8.00
1993,193,2026-06-20,Present,8.00
1994,194,2026-06-20,Present,8.00
1995,195,2026-06-20,Present,8.00
1996,196,2026-06-20,Present,8.00
1997,197,2026-06-20,Present,8.00
1998,198,2026-06-20,Present,8.00
1999,199,2026-06-20,Present,8.00
2000,200,2026-06-20,Present,8.00
2001,1,2026-06-19,Present,8.00
2002,2,2026-06-19,Present,8.00
2003,3,2026-06-19,Present,8.00
2004,4,2026-06-19,Present,8.00
2005,5,2026-06-19,Present,8.00
2006,6,2026-06-19,Present,8.00
2007,7,2026-06-19,Present,8.00
2008,8,2026-06-19,Present,8.00
2009,9,2026-06-19,Present,8.00
2010,10,2026-06-19,Present,8.00
2011,11,2026-06-19,Present,8.00
2012,12,2026-06-19,Present,8.00
2013,13,2026-06-19,Present,8.00
2014,14,2026-06-19,Present,8.00
2015,15,2026-06-19,Present,8.00
2016,16,2026-06-19,Present,8.00
2017,17,2026-06-19,Present,8.00
2018,18,2026-06-19,Present,8.00
2019,19,2026-06-19,Present,8.00
2020,20,2026-06-19,Present,8.00
2021,21,2026-06-19,Present,8.00
2022,22,2026-06-19,Present,8.00
2023,23,2026-06-19,Present,8.00
2024,24,2026-06-19,Present,8.00
2025,25,2026-06-19,Present,8.00
2026,26,2026-06-19,Present,8.00
2027,27,2026-06-19,Present,8.00
2028,28,2026-06-19,Present,8.00
2029,29,2026-06-19,Present,8.00
2030,30,2026-06-19,Present,8.00
2031,31,2026-06-19,Present,8.00
2032,32,2026-06-19,Present,8.00
2033,33,2026-06-19,Present,8.00
2034,34,2026-06-19,Present,8.00
2035,35,2026-06-19,Present,8.00
2036,36,2026-06-19,Present,8.00
2037,37,2026-06-19,Present,8.00
2038,38,2026-06-19,Present,8.00
2039,39,2026-06-19,Present,8.00
2040,40,2026-06-19,Present,8.00
2041,41,2026-06-19,Present,8.00
2042,42,2026-06-19,Present,8.00
2043,43,2026-06-19,Present,8.00
2044,44,2026-06-19,Present,8.00
2045,45,2026-06-19,Present,8.00
2046,46,2026-06-19,Present,8.00
2047,47,2026-06-19,Present,8.00
2048,48,2026-06-19,Present,8.00
2049,49,2026-06-19,Present,8.00
2050,50,2026-06-19,Present,8.00
2051,51,2026-06-19,Present,8.00
2052,52,2026-06-19,Present,8.00
2053,53,2026-06-19,Present,8.00
2054,54,2026-06-19,Present,8.00
2055,55,2026-06-19,Present,8.00
2056,56,2026-06-19,Present,8.00
2057,57,2026-06-19,Present,8.00
2058,58,2026-06-19,Present,8.00
2059,59,2026-06-19,Present,8.00
2060,60,2026-06-19,Present,8.00
2061,61,2026-06-19,Present,8.00
2062,62,2026-06-19,Present,8.00
2063,63,2026-06-19,Present,8.00
2064,64,2026-06-19,Present,8.00
2065,65,2026-06-19,Present,8.00
2066,66,2026-06-19,Present,8.00
2067,67,2026-06-19,Present,8.00
2068,68,2026-06-19,Present,8.00
2069,69,2026-06-19,Present,8.00
2070,70,2026-06-19,Present,8.00
2071,71,2026-06-19,Present,8.00
2072,72,2026-06-19,Present,8.00
2073,73,2026-06-19,Present,8.00
2074,74,2026-06-19,Present,8.00
2075,75,2026-06-19,Present,8.00
2076,76,2026-06-19,Present,8.00
2077,77,2026-06-19,Present,8.00
2078,78,2026-06-19,Present,8.00
2079,79,2026-06-19,Present,8.00
2080,80,2026-06-19,Present,8.00
2081,81,2026-06-19,Present,8.00
2082,82,2026-06-19,Present,8.00
2083,83,2026-06-19,Present,8.00
2084,84,2026-06-19,Present,8.00
2085,85,2026-06-19,Present,8.00
2086,86,2026-06-19,Present,8.00
2087,87,2026-06-19,Present,8.00
2088,88,2026-06-19,Present,8.00
2089,89,2026-06-19,Present,8.00
2090,90,2026-06-19,Present,8.00
2091,91,2026-06-19,Present,8.00
2092,92,2026-06-19,Present,8.00
2093,93,2026-06-19,Present,8.00
2094,94,2026-06-19,Present,8.00
2095,95,2026-06-19,Present,8.00
2096,96,2026-06-19,Present,8.00
2097,97,2026-06-19,Present,8.00
2098,98,2026-06-19,Present,8.00
2099,99,2026-06-19,Present,8.00
2100,100,2026-06-19,Present,8.00
2101,101,2026-06-19,Present,8.00
2102,102,2026-06-19,Present,8.00
2103,103,2026-06-19,Present,8.00
2104,104,2026-06-19,Present,8.00
2105,105,2026-06-19,Present,8.00
2106,106,2026-06-19,Present,8.00
2107,107,2026-06-19,Present,8.00
2108,108,2026-06-19,Present,8.00
2109,109,2026-06-19,Present,8.00
2110,110,2026-06-19,Present,8.00
2111,111,2026-06-19,Present,8.00
2112,112,2026-06-19,Present,8.00
2113,113,2026-06-19,Present,8.00
2114,114,2026-06-19,Present,8.00
2115,115,2026-06-19,Present,8.00
2116,116,2026-06-19,Present,8.00
2117,117,2026-06-19,Present,8.00
2118,118,2026-06-19,Present,8.00
2119,119,2026-06-19,Present,8.00
2120,120,2026-06-19,Present,8.00
2121,121,2026-06-19,Present,8.00
2122,122,2026-06-19,Present,8.00
2123,123,2026-06-19,Present,8.00
2124,124,2026-06-19,Present,8.00
2125,125,2026-06-19,Present,8.00
2126,126,2026-06-19,Present,8.00
2127,127,2026-06-19,Present,8.00
2128,128,2026-06-19,Present,8.00
2129,129,2026-06-19,Present,8.00
2130,130,2026-06-19,Present,8.00
2131,131,2026-06-19,Present,8.00
2132,132,2026-06-19,Present,8.00
2133,133,2026-06-19,Present,8.00
2134,134,2026-06-19,Present,8.00
2135,135,2026-06-19,Present,8.00
2136,136,2026-06-19,Present,8.00
2137,137,2026-06-19,Present,8.00
2138,138,2026-06-19,Present,8.00
2139,139,2026-06-19,Present,8.00
2140,140,2026-06-19,Present,8.00
2141,141,2026-06-19,Present,8.00
2142,142,2026-06-19,Present,8.00
2143,143,2026-06-19,Present,8.00
2144,144,2026-06-19,Present,8.00
2145,145,2026-06-19,Present,8.00
2146,146,2026-06-19,Present,8.00
2147,147,2026-06-19,Present,8.00
2148,148,2026-06-19,Present,8.00
2149,149,2026-06-19,Present,8.00
2150,150,2026-06-19,Present,8.00
2151,151,2026-06-19,Present,8.00
2152,152,2026-06-19,Present,8.00
2153,153,2026-06-19,Present,8.00
2154,154,2026-06-19,Present,8.00
2155,155,2026-06-19,Present,8.00
2156,156,2026-06-19,Present,8.00
2157,157,2026-06-19,Present,8.00
2158,158,2026-06-19,Present,8.00
2159,159,2026-06-19,Present,8.00
2160,160,2026-06-19,Present,8.00
2161,161,2026-06-19,Present,8.00
2162,162,2026-06-19,Present,8.00
2163,163,2026-06-19,Present,8.00
2164,164,2026-06-19,Present,8.00
2165,165,2026-06-19,Present,8.00
2166,166,2026-06-19,Present,8.00
2167,167,2026-06-19,Present,8.00
2168,168,2026-06-19,Present,8.00
2169,169,2026-06-19,Present,8.00
2170,170,2026-06-19,Present,8.00
2171,171,2026-06-19,Present,8.00
2172,172,2026-06-19,Present,8.00
2173,173,2026-06-19,Present,8.00
2174,174,2026-06-19,Present,8.00
2175,175,2026-06-19,Present,8.00
2176,176,2026-06-19,Present,8.00
2177,177,2026-06-19,Present,8.00
2178,178,2026-06-19,Present,8.00
2179,179,2026-06-19,Present,8.00
2180,180,2026-06-19,Present,8.00
2181,181,2026-06-19,Present,8.00
2182,182,2026-06-19,Present,8.00
2183,183,2026-06-19,Present,8.00
2184,184,2026-06-19,Present,8.00
2185,185,2026-06-19,Present,8.00
2186,186,2026-06-19,Present,8.00
2187,187,2026-06-19,Present,8.00
2188,188,2026-06-19,Present,8.00
2189,189,2026-06-19,Present,8.00
2190,190,2026-06-19,Present,8.00
2191,191,2026-06-19,Present,8.00
2192,192,2026-06-19,Present,8.00
2193,193,2026-06-19,Present,8.00
2194,194,2026-06-19,Present,8.00
2195,195,2026-06-19,Present,8.00
2196,196,2026-06-19,Present,8.00
2197,197,2026-06-19,Present,8.00
2198,198,2026-06-19,Present,8.00
2199,199,2026-06-19,Present,8.00
2200,200,2026-06-19,Present,8.00
2201,1,2026-06-18,Present,8.00
2202,2,2026-06-18,Present,8.00
2203,3,2026-06-18,Present,8.00
2204,4,2026-06-18,Present,8.00
2205,5,2026-06-18,Present,8.00
2206,6,2026-06-18,Present,8.00
2207,7,2026-06-18,Present,8.00
2208,8,2026-06-18,Present,8.00
2209,9,2026-06-18,Present,8.00
2210,10,2026-06-18,Present,8.00
2211,11,2026-06-18,Present,8.00
2212,12,2026-06-18,Present,8.00
2213,13,2026-06-18,Present,8.00
2214,14,2026-06-18,Present,8.00
2215,15,2026-06-18,Present,8.00
2216,16,2026-06-18,Present,8.00
2217,17,2026-06-18,Present,8.00
2218,18,2026-06-18,Present,8.00
2219,19,2026-06-18,Present,8.00
2220,20,2026-06-18,Present,8.00
2221,21,2026-06-18,Present,8.00
2222,22,2026-06-18,Present,8.00
2223,23,2026-06-18,Present,8.00
2224,24,2026-06-18,Present,8.00
2225,25,2026-06-18,Present,8.00
